id,transaction_time,card_token,merchant_address_country,cost_region,transaction_type,transaction_cost_type,transaction_personal_details_input,transaction_card_ownership_proof_method,state,decline_reason,amount_currency,amount_value,billing_amount_currency,billing_amount_value,interchange_currency,inter_change_fee,merchant_name,category
12780,2018-01-10 11:15:00,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.18,EUR,4.18,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
12788,2018-01-10 11:36:30,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,7.87,EUR,7.87,EUR,0.02,VEERENNI CAFE .VEERENN,FastFoodRestaurants
12793,2018-01-10 11:54:40,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.18,EUR,4.18,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
12809,2018-01-10 13:33:35,4276e10c-693c-4bd9-99e0-4b399281bed7,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,8.50,GBP,8.50,GBP,0.02,FALAFELICIOUS,EatingPlacesRestaurants
12816,2018-01-10 15:08:37,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,14.98,EUR,14.98,EUR,0.03,ICA AB/SOPRUSE RIMI IS,GroceryStoresSupermarkets
12832,2018-01-10 16:52:39,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,5.15,EUR,5.15,EUR,0.01,REGALIA KAUPLU.PUHANGU,PackageStoresBeerWineLiqu
12836,2018-01-10 17:04:45,ed39695c-a026-42ce-865d-8062a56ec18b,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,8.19,EUR,8.19,EUR,0.02,UBER TRIP LFA7A HELP.U,Limousines
12838,2018-01-10 17:08:38,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,80.30,EUR,80.30,EUR,0.16,CIRCLE K OISMAE,ServiceStationsWithOrWithou
12857,2018-01-10 19:23:49,ed39695c-a026-42ce-865d-8062a56ec18b,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,7.49,EUR,7.49,EUR,0.01,UBER TRIP LFCDR HELP.U,Limousines
12859,2018-01-10 19:27:18,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,14.80,EUR,14.80,EUR,0.03,BASIILIK.TARTU MNT 87,EatingPlacesRestaurants
12878,2018-01-10 20:47:47,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,20.00,EUR,20.00,EUR,0.04,RED EMPEROR BAR-HO.AIA,LodgingHotelsMotelsResorts
12912,2018-01-11 8:05:16,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,3.30,EUR,3.30,EUR,0.01,Taxify 18.01.11 0753,Limousines
12933,2018-01-11 11:02:31,c6bebd92-5a96-49a5-b986-4b6299206706,SG,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SGD,7.00,GBP,3.90,GBP,0.04,STARBUCKS COFFEE - TW1,FastFoodRestaurants
12942,2018-01-11 11:29:11,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.96,EUR,3.96,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
12976,2018-01-11 12:52:07,4276e10c-693c-4bd9-99e0-4b399281bed7,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.58,GBP,4.58,GBP,0.01,PRET A MANGER,EatingPlacesRestaurants
13008,2018-01-11 17:15:57,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,2.90,EUR,2.90,EUR,0.01,Taxify 18.01.11 1704,Limousines
13030,2018-01-11 19:15:11,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,28.26,EUR,28.26,EUR,0.06,ICA AB/HAABERSTI RIMI,GroceryStoresSupermarkets
13031,2018-01-11 19:22:57,4276e10c-693c-4bd9-99e0-4b399281bed7,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,15.60,GBP,15.60,GBP,0.03,Vaulty Towers,BarsCocktailLoungesDiscothe
13042,2018-01-11 20:45:13,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,4.40,GBP,2.57,GBP,0.03,HUDSONS COFFEE,FastFoodRestaurants
13048,2018-01-11 22:00:11,4276e10c-693c-4bd9-99e0-4b399281bed7,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,38.81,GBP,38.81,GBP,0.08,CUBANA,BarsCocktailLoungesDiscothe
13062,2018-01-12 2:55:33,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,17.15,GBP,9.93,GBP,0.11,CITY GRP & TRADE PL,MiscellaneousFoodStoresConven
13063,2018-01-12 3:39:57,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,20.00,GBP,11.65,GBP,0.13,THE STAR PTY LIMITED,FastFoodRestaurants
13065,2018-01-12 5:46:06,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,18.50,GBP,10.81,GBP,0.12,The Oaks Hotel,BarsCocktailLoungesDiscothe
13072,2018-01-12 8:02:52,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,1.80,EUR,1.80,EUR,0.00,VEERENNI CAFE .VEERENN,FastFoodRestaurants
13081,2018-01-12 9:24:06,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,26.90,GBP,15.73,GBP,0.17,The Oaks Hotel,BarsCocktailLoungesDiscothe
13103,2018-01-12 11:01:28,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,17.10,EUR,17.10,EUR,0.03,TOIT  S CITY.TARTU MNT,EatingPlacesRestaurants
13105,2018-01-12 11:09:55,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,6.21,EUR,6.21,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
13138,2018-01-12 13:13:19,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,13.90,EUR,13.90,EUR,0.03,Wolt DerekuBurgerFaehl,FastFoodRestaurants
13140,2018-01-12 13:18:49,e6af604f-973f-416d-86c9-5521425d2de4,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,106.19,GBP,106.19,GBP,0.21,Opodo ID 3879850104,TravelAgenciesAndTourOperato
13206,2018-01-12 17:24:31,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,7.00,EUR,7.00,EUR,0.01,TOPS.SOO 15,BarsCocktailLoungesDiscothe
13207,2018-01-12 17:29:50,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,25.00,EUR,25.00,EUR,0.05,LUMBERJACK BARB.PRONKS,BarberAndBeautyShops
13238,2018-01-12 20:10:15,ccfd1ad9-c242-42ad-ada4-e347ad76b275,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,INCORRECT_PIN,GBP,30.00,,,,,SAINSBURYS,ZMemberFinancialInstitut
13239,2018-01-12 20:10:24,ccfd1ad9-c242-42ad-ada4-e347ad76b275,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,30.00,GBP,30.00,GBP,-0.17,SAINSBURYS,ZMemberFinancialInstitut
13296,2018-01-13 1:06:44,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,8.40,EUR,8.40,EUR,0.02,MCDONALDS 9059239 Must,EatingPlacesRestaurants
13315,2018-01-13 5:50:06,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,15.00,GBP,8.74,GBP,0.10,BATCH BREWING COMP  MA,PackageStoresBeerWineLiqu
13321,2018-01-13 7:09:37,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,13.00,GBP,7.57,GBP,0.12,SQ *LEMON ROSE,FastFoodRestaurants
13359,2018-01-13 11:15:16,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,AUD,67.00,GBP,38.79,GBP,0.43,DELHI 'O' DELHI,EatingPlacesRestaurants
13367,2018-01-13 11:51:53,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,10.60,EUR,10.60,EUR,0.02,CIRCLE K NOMME,ServiceStationsWithOrWithou
13373,2018-01-13 12:30:26,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,12.00,EUR,12.00,EUR,0.02,TALLINNA TELETORN,OtherServicesNotElsewhereCla
13375,2018-01-13 12:44:48,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.08,EUR,3.08,EUR,0.01,MAXIMA X T268.KOPLI 35,MiscellaneousFoodStoresConven
13381,2018-01-13 13:04:11,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,2.40,EUR,2.40,EUR,0.00,TALLINNA TELETORN,OtherServicesNotElsewhereCla
13459,2018-01-13 16:30:42,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,59.50,EUR,59.50,EUR,0.12,RESTORAN RAE MEIEREI,EatingPlacesRestaurants
13469,2018-01-13 17:10:12,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,30.77,EUR,30.77,EUR,0.06,STOCKMANN,DepartmentStores
13479,2018-01-13 18:00:55,4276e10c-693c-4bd9-99e0-4b399281bed7,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,1.19,GBP,1.19,GBP,0.00,TESCO STORES 6545,GroceryStoresSupermarkets
13497,2018-01-13 19:18:48,ccfd1ad9-c242-42ad-ada4-e347ad76b275,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,40.00,GBP,40.00,GBP,-0.18,TESCO PITSEA EXTRA,ZMemberFinancialInstitut
13498,2018-01-13 19:20:53,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,2.75,EUR,2.75,EUR,0.01,UBER TRIP HATUK HELP.U,Limousines
13499,2018-01-13 19:34:17,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,5.31,EUR,5.31,EUR,0.01,APOLLO KINO MUSTAMAE,MotionPictureTheaters
13514,2018-01-13 22:00:09,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,26.00,EUR,26.00,EUR,0.05,KINOKOHVIK SINILIND,FastFoodRestaurants
13523,2018-01-13 23:54:50,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,10.00,EUR,10.00,EUR,0.02,KINOKOHVIK SINILIND,FastFoodRestaurants
13528,2018-01-14 0:30:17,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,AUD,58.50,GBP,33.86,GBP,0.37,THE NORTHERN BEAN,EatingPlacesRestaurants
13529,2018-01-14 0:30:34,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,6.95,EUR,6.95,EUR,0.01,MCDONALDS 9059221 Viru,EatingPlacesRestaurants
13530,2018-01-14 0:35:13,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,EUR,2.91,EUR,2.91,EUR,0.01,UBER BV,Limousines
13531,2018-01-14 0:36:39,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,1.00,EUR,1.00,EUR,0.00,UBER TIP 3BGNW HELP.UB,Limousines
13565,2018-01-14 10:15:28,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,12.68,EUR,12.68,EUR,0.03,RAHVA RAAMAT MUSTIKA K,BookStores
13568,2018-01-14 10:23:30,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,8.00,EUR,8.00,EUR,0.02,KIKIOSK OU,FastFoodRestaurants
13598,2018-01-14 12:25:40,7098f3fb-3283-4dd0-824d-ee78354bf03b,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,3.78,GBP,3.78,GBP,0.01,CENTRAL ENG COOP,DepartmentStores
13606,2018-01-14 12:57:24,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,28.18,EUR,28.18,EUR,0.06,ZOOPLANET KRISTI.ENDLA,PetShopsPetFoodAndSupplies
13615,2018-01-14 13:25:00,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,36.21,EUR,36.21,EUR,0.07,MUSTAKIVI SELVER,GroceryStoresSupermarkets
13694,2018-01-14 19:31:10,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,10.64,GBP,6.20,GBP,0.07,AIRPORT RETAIL ENTER,FastFoodRestaurants
13720,2018-01-14 21:55:21,7e76d9f6-67cc-467a-8430-4d791ccdeab1,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,USD,86.10,USD,86.10,USD,1.38,AMERICANFLOWERS,Florists
13721,2018-01-14 22:14:55,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,10.00,GBP,5.79,GBP,0.06,DELAWARE NORTH RETAI,LodgingHotelsMotelsResorts
13726,2018-01-14 23:17:50,7e76d9f6-67cc-467a-8430-4d791ccdeab1,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,USD,19.70,USD,19.70,USD,0.32,AMAZON.COM,RMiscellaneousAndSpecial
13733,2018-01-15 3:54:43,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,33.00,GBP,19.08,GBP,0.21,WOODSTOCK WINERY AND,PackageStoresBeerWineLiqu
13734,2018-01-15 3:57:26,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,40.00,GBP,23.16,GBP,0.25,WOODSTOCK WINES,PackageStoresBeerWineLiqu
13737,2018-01-15 5:47:44,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,58.00,GBP,33.79,GBP,0.37,D'Arenberg Pty Ltd,TouristAttractionsAndExhibits
13747,2018-01-15 8:02:22,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.75,EUR,4.75,EUR,0.01,REGALIA KAUPLU.PUHANGU,PackageStoresBeerWineLiqu
13801,2018-01-15 11:13:32,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,AUD,100.00,GBP,57.89,GBP,0.64,PRESS FOOD AND WINE AD,EatingPlacesRestaurants
13809,2018-01-15 11:48:52,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.18,EUR,4.18,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
13815,2018-01-15 12:10:29,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.18,EUR,4.18,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
13893,2018-01-15 16:47:47,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,7.80,EUR,7.80,EUR,0.02,Taxify 18.01.15 1619,Limousines
13942,2018-01-15 19:29:44,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,38.29,EUR,38.29,EUR,0.08,SOLARISE TOIDU.ESTONIA,GroceryStoresSupermarkets
13992,2018-01-16 5:10:24,7e76d9f6-67cc-467a-8430-4d791ccdeab1,UN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,USD,5.00,USD,5.00,USD,0.08,Amazon Prime Now Tips,RMiscellaneousAndSpecial
13996,2018-01-16 6:27:52,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,27.40,GBP,15.86,GBP,0.17,Hilton Adelaide,HiltonHotels
13999,2018-01-16 7:19:25,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.70,EUR,3.70,EUR,0.01,CIRCLE K KRISTIINE,ServiceStationsWithOrWithou
14000,2018-01-16 7:26:42,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,3.60,EUR,3.60,EUR,0.01,Taxify 18.01.16 0715,Limousines
14006,2018-01-16 8:00:51,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,1.80,EUR,1.80,EUR,0.00,VEERENNI CAFE .VEERENN,FastFoodRestaurants
14020,2018-01-16 9:17:10,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,29.90,GBP,17.29,GBP,0.19,CAFE BRUNELLI,EatingPlacesRestaurants
14035,2018-01-16 10:07:09,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,6.52,EUR,6.52,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
14046,2018-01-16 10:37:27,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,15.10,GBP,8.74,GBP,0.10,ALL DAY STORES PTY LTD,MiscellaneousFoodStoresConven
14056,2018-01-16 11:06:57,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.18,EUR,4.18,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
14069,2018-01-16 11:41:57,e6af604f-973f-416d-86c9-5521425d2de4,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.18,EUR,4.18,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
14143,2018-01-16 15:31:17,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,3.30,EUR,3.30,EUR,0.01,Taxify 18.01.16 1512,Limousines
14145,2018-01-16 15:36:40,3a971774-4fbc-4b2f-b28b-4b7f52dadc91,EE,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,80.00,EUR,80.00,EUR,-0.60,HAN00656 LIIVALAIA 8,ZMemberFinancialInstitut
14146,2018-01-16 15:36:59,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,1.50,EUR,1.50,EUR,0.00,MYFITNESS POST.NARVA M,AthleticFieldsCommercialSpor
14148,2018-01-16 15:54:24,8932c9ac-426f-4b80-a82c-0b3fcf236e52,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,7.00,GBP,7.00,GBP,0.01,W M MORRISONS PLC,GroceryStoresSupermarkets
14171,2018-01-16 16:57:45,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,2.70,EUR,2.70,EUR,0.01,HESBURGER 40005,FastFoodRestaurants
14177,2018-01-16 17:19:43,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,29.75,EUR,29.75,EUR,0.06,APOTHEKA VIRU KESKUSE,DrugStoresPharmacies
14181,2018-01-16 17:25:47,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,8.07,EUR,8.07,EUR,0.02,KAUBAMAJA TALLINN,DepartmentStores
14221,2018-01-16 18:59:09,4276e10c-693c-4bd9-99e0-4b399281bed7,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,27.00,GBP,27.00,GBP,0.05,JACK THE CLIPPER,BarberAndBeautyShops
14228,2018-01-16 19:40:06,91e147ad-56c9-4a1d-9d85-754bbe994a96,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,FAIL,INCORRECT_PIN,GBP,0.00,,,,,SAINSBURYS,ZMemberFinancialInstitut
14238,2018-01-16 20:30:51,13d4c97f-0818-4ec5-9802-84a9f1f5ba43,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,32.62,GBP,32.62,GBP,0.07,BONE DADDIES OLD STREE,EatingPlacesRestaurants
14256,2018-01-16 22:34:11,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,12.00,GBP,6.95,GBP,0.08,CAFE BANGBANG,EatingPlacesRestaurants
14262,2018-01-17 0:19:11,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,13.50,GBP,7.81,GBP,0.09,NORTON SUMMIT SCENIC,LodgingHotelsMotelsResorts
14272,2018-01-17 3:13:01,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,9.15,GBP,5.30,GBP,0.06,BP AMPM STIRLING 789ST,ServiceStationsWithOrWithou
14293,2018-01-17 7:14:55,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,13.50,GBP,7.81,GBP,0.09,JACKPOTS ON HINDLEY,LodgingHotelsMotelsResorts
14294,2018-01-17 7:18:24,c6bebd92-5a96-49a5-b986-4b6299206706,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,AUD,12.30,GBP,7.12,GBP,0.08,HINDLEY ST EXPRESS SU,GroceryStoresSupermarkets
14298,2018-01-17 7:53:27,8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,10.00,GBP,10.00,GBP,-0.08,400523PARK ROYAL E1,ZMemberFinancialInstitut
14300,2018-01-17 7:59:59,8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,1.75,GBP,1.75,GBP,0.00,ASDA STORES,GroceryStoresSupermarkets
14331,2018-01-17 11:14:51,ee19e8c7-cd0a-4aca-a345-b8a2976f88c0,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.18,EUR,4.18,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
14359,2018-01-17 12:39:02,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,6.03,EUR,6.03,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
